Unnamed: 0,Nose-X,Nose-Y,Nose-Confidence,Neck-X,Neck-Y,Neck-Confidence,R-shoulder-X,R-shoulder-Y,R-shoulder-Confidence,R-elbow-X,R-elbow-Y,R-elbow-Confidence,R-wrist-X,R-wrist-Y,R-wrist-Confidence,L-shoulder-X,L-shoulder-Y,L-shoulder-Confidence,L-elbow-X,L-elbow-Y,L-elbow-Confidence,L-wrist-X,L-wrist-Y,L-wrist-Confidence,R-hip-X,R-hip-Y,R-hip-Confidence,R-knee-X,R-knee-Y,R-knee-Confidence,R-ankle-X,R-ankle-Y,R-ankle-Confidence,L-hip-X,L-hip-Y,L-hip-Confidence,L-knee-X,L-knee-Y,L-knee-Confidence,L-ankle-X,L-ankle-Y,L-ankle-Confidence,R-eye-X,R-eye-Y,R-eye-Confidence,L-eye-X,L-eye-Y,L-eye-Confidence,R-ear-X,R-ear-Y,R-ear-Confidence,L-ear-X,L-ear-Y,L-ear-Confidence,R-wrist-X-Filtered,R-wrist-Y-Filtered,R-elbow-X-Filtered,R-elbow-Y-Filtered,R-shoulder-X-Filtered,R-shoulder-Y-Filtered,L-shoulder-X-Filtered,L-shoulder-Y-Filtered
382,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,454.99999999999864,826.58741258741,1279.999999999996,0.0
383,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,391.5384615384604,890.3706293706266,1279.999999999996,0.0
384,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,391.5384615384604,890.5174825174798,1279.999999999996,0.0
385,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,443.4615384615372,838.580419580417,1279.999999999996,0.0
386,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,535.7692307692292,746.1118881118858,1279.999999999996,0.0
387,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,656.923076923075,624.6643356643337,1279.999999999996,0.0
388,522,488,0.6771750450134277,0,0,0.0,0,0,0.0,0,0,0,0,0,0,825,827,0.2157131135463714,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,421,421,0.6226914525032043,589,422,0.6575783491134644,319,489,0.3799697756767273,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,795.384615384613,485.7902097902083,1279.999999999996,0.0
389,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,939.6153846153817,341.20979020978916,1279.999999999996,0.0
390,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,1141.461538461535,144.0279720279716,1279.999999999996,0.0
391,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,1262.6153846153807,22.58041958041956,1279.999999999996,0.0
392,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,1303.062937062933,-22.181818181818045,1279.999999999996,0.0
393,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,1262.7902097902058,10.692307692307708,1279.999999999996,0.0
394,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,1141.7832167832132,122.1538461538458,1279.999999999996,0.0
395,521,456,0.6526622772216797,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,420,421,0.5863029360771179,556,389,0.5501903295516968,286,488,0.3633111417293548,0,0,0.0,1279.999999999996,0.0,1279.999999999996,0.0,940.0279720279691,313.15384615384517,1279.999999999996,0.0
